freq/Hz	-Im(Z)/Ohm	Re(Z)/Ohm	
2.7299075E+002	5.4047225E+005	1.1092645E+005
2.0376114E+002	6.8625719E+005	1.2226748E+005
1.5199416E+002	8.7835719E+005	2.8323891E+005
1.1343907E+002	1.1003900E+006	1.6712683E+005
8.4593941E+001	1.2706343E+006	1.7565664E+005
6.3082302E+001	1.3380180E+006	6.6055338E+005
4.7063255E+001	2.0330135E+006	1.2298014E+006
3.5101093E+001	4.5191491E+005	1.5618793E+006
2.6181301E+001	-5.7161831E+005	2.7879290E+006
1.9531252E+001	7.8496900E+005	1.7635199E+006
1.4575557E+001	1.2274583E+006	1.5818299E+006
1.0880919E+001	9.5633945E+004	3.5683220E+006
8.1042528E+000	-5.5116820E+004	3.2693083E+006
6.0468264E+000	-1.6461103E+006	1.1903175E+006
4.5106812E+000	2.7285533E+006	6.9138725E+005
3.3674569E+000	-1.2937740E+006	2.2293075E+006
2.5136740E+000	2.4960758E+006	2.0805381E+006
1.8744003E+000	1.2157028E+006	4.3276590E+006
1.3970852E+000	3.4461650E+006	3.6025863E+006
1.0433360E+000	5.0390695E+006	4.3694415E+006
7.7705413E-001	2.8064483E+006	6.8993125E+006
5.7999259E-001	1.3226654E+006	5.5224170E+006
4.3258584E-001	2.2861468E+006	9.4936890E+006
3.2293734E-001	-2.8721500E+006	1.2318383E+007
2.4074021E-001	1.1870687E+007	7.6657625E+006
1.7979608E-001	-4.2856425E+006	1.6336031E+007
1.3415243E-001	2.1142430E+007	1.0086818E+007
9.9904113E-002	1.6281005E+007	1.5713169E+007
1.0000186E+006	1.6368114E+002	1.3479338E+001
7.4598238E+005	2.3844853E+002	-2.3159192E+000
5.5648750E+005	3.4487589E+002	7.8167505E+000
4.1512953E+005	4.6935419E+002	1.1251943E+001
3.0967934E+005	6.6289581E+002	2.3250183E+001
2.3101619E+005	8.8092340E+002	2.8056648E+001
1.7232964E+005	1.1902595E+003	2.2661240E+001
1.2855367E+005	1.6016174E+003	6.0191654E+001
9.5902617E+004	2.1509941E+003	4.2672256E+001
7.1537258E+004	2.9005781E+003	1.0131223E+002
5.3369953E+004	3.8200320E+003	1.8573152E+002
3.9814063E+004	5.0313804E+003	5.0792690E+001
2.9700492E+004	6.7585845E+003	6.7506355E+001
2.2157064E+004	8.9442031E+003	3.3104134E+001
1.6525014E+004	1.2125813E+004	3.3511774E+002
1.2331135E+004	1.6256611E+004	8.8758368E+002
9.2288525E+003	2.0594123E+004	1.0194858E+003
6.9032866E+003	2.8359738E+004	6.6270801E+002
5.1200850E+003	3.7521223E+004	1.5623689E+003
3.8163364E+003	4.5296473E+004	6.2830215E+003
2.8472668E+003	6.7251898E+004	5.2914268E+003
2.1256799E+003	9.0724484E+004	7.9649741E+003
1.5855076E+003	1.2188473E+005	1.4399725E+004
1.1818910E+003	1.5843173E+005	1.8649162E+004
8.8141022E+002	2.0810517E+005	3.3351352E+004
6.5768494E+002	2.8257372E+005	4.5793590E+004
4.9078522E+002	3.5715275E+005	7.6229859E+004
3.6605426E+002	4.4986553E+005	1.4694973E+005
2.7299075E+002	5.2488638E+005	1.9707823E+005
2.0376114E+002	6.6225838E+005	2.6516713E+005
1.5199416E+002	8.2340644E+005	7.1986688E+005
1.1343907E+002	7.1904813E+005	5.9665231E+005
8.4593941E+001	6.8572900E+005	9.7316125E+005
6.3082302E+001	5.6267481E+005	1.0343095E+006
4.7063255E+001	3.0380109E+005	1.5486240E+006
3.5101093E+001	3.0649816E+005	1.0872859E+006
2.6181301E+001	3.2575966E+005	1.2617430E+006
1.9531252E+001	-4.2228819E+005	1.9807725E+006
1.4575557E+001	3.2202694E+005	1.3339738E+006
1.0880919E+001	2.4949911E+005	1.6481950E+006
8.1042528E+000	9.4530531E+005	2.2735515E+006
6.0468264E+000	3.7242209E+005	1.3481890E+006
4.5106812E+000	-4.1816656E+005	2.3460370E+006
3.3674569E+000	1.4965980E+006	1.5204089E+006
2.5136740E+000	7.5015600E+005	2.3498068E+006
1.8744003E+000	6.6741394E+005	1.9965735E+006
1.3970852E+000	1.6454251E+006	1.9723166E+006
1.0433360E+000	1.3127339E+006	2.7619320E+006
7.7705413E-001	6.2682125E+005	3.2364918E+006
5.7999259E-001	2.4008325E+006	2.6422368E+006
4.3258584E-001	2.2870805E+006	4.4968995E+006
3.2293734E-001	2.7483290E+006	4.8952790E+006
2.4074021E-001	3.8772188E+006	4.4888010E+006
1.7979608E-001	4.1478425E+006	4.4398425E+006
1.3415243E-001	4.3582025E+006	4.6655560E+006
9.9904113E-002	7.0374305E+006	5.7372400E+006
1.0000186E+006	1.6224361E+002	-1.8196795E+000
7.4598238E+005	2.2396799E+002	-1.6259647E+001
5.5648750E+005	3.3655457E+002	1.8836903E+001
4.1512953E+005	4.5823831E+002	3.1376989E+001
3.0967934E+005	6.3946442E+002	6.4563782E+001
2.3101619E+005	8.4917596E+002	9.7141296E+001
1.7232964E+005	1.1324193E+003	1.3671286E+002
1.2855367E+005	1.4938641E+003	2.3753815E+002
9.5902617E+004	1.9705209E+003	3.6234396E+002
7.1537258E+004	2.4968608E+003	5.4200244E+002
5.3369953E+004	3.2590393E+003	9.4668280E+002
3.9814063E+004	4.0077183E+003	1.5097329E+003
2.9700492E+004	5.0511782E+003	2.0933997E+003
2.2157064E+004	5.9807090E+003	3.0995352E+003
1.6525014E+004	6.9084873E+003	4.4706187E+003
1.2331135E+004	7.6936074E+003	5.9014766E+003
9.2288525E+003	8.4436357E+003	7.3769141E+003
6.9032866E+003	9.2862227E+003	9.2123799E+003
5.1200850E+003	9.7347744E+003	1.0671885E+004
3.8163364E+003	1.1219889E+004	9.9551182E+003
2.8472668E+003	1.1493823E+004	1.3472358E+004
2.1256799E+003	1.3086652E+004	1.5270983E+004
1.5855076E+003	1.4262641E+004	1.8251734E+004
1.1818910E+003	1.6992006E+004	2.0343531E+004
8.8141022E+002	2.0340244E+004	2.0608080E+004
6.5768494E+002	2.3530211E+004	2.1606188E+004
4.9078522E+002	2.8001492E+004	2.5207674E+004
3.6605426E+002	3.3731891E+004	2.8040891E+004
2.7299075E+002	4.1882844E+004	3.1449162E+004
2.0376114E+002	5.2476516E+004	3.5450645E+004
1.5199416E+002	6.5378852E+004	4.0103035E+004
1.1343907E+002	8.1483773E+004	4.5494277E+004
8.4593941E+001	1.0226992E+005	5.4888770E+004
6.3082302E+001	1.2556551E+005	6.3571102E+004
4.7063255E+001	1.5831519E+005	7.5684102E+004
3.5101093E+001	1.9265220E+005	8.5142234E+004
2.6181301E+001	2.3822258E+005	1.1945992E+005
1.9531252E+001	3.1737053E+005	1.3922183E+005
1.4575557E+001	3.9827009E+005	1.9254294E+005
1.0880919E+001	4.6471006E+005	2.1088194E+005
8.1042528E+000	5.0580884E+005	2.7991872E+005
6.0468264E+000	7.3779306E+005	3.3893447E+005
4.5106812E+000	8.6707663E+005	3.8041409E+005
3.3674569E+000	1.1114035E+006	7.5550450E+005
2.5136740E+000	1.2159209E+006	5.7302944E+005
1.8744003E+000	1.5223070E+006	9.6123656E+005
1.3970852E+000	1.8506165E+006	7.2666544E+005
1.0433360E+000	2.6991933E+006	1.4218146E+006
7.7705413E-001	2.0640434E+006	1.5861155E+006
5.7999259E-001	2.2948758E+006	3.1215020E+006
4.3258584E-001	3.1347723E+006	2.3560560E+006
3.2293734E-001	3.7189353E+006	2.4263748E+006
2.4074021E-001	5.7830740E+006	3.6385990E+006
1.7979608E-001	4.0381760E+006	8.6137990E+006
1.3415243E-001	8.0479770E+006	5.2857645E+006
9.9904113E-002	8.7019380E+006	9.2065480E+006
1.0000186E+006	1.6263599E+002	5.4214683E+000
7.4598238E+005	2.3459978E+002	2.9701598E+000
5.5648750E+005	3.4018811E+002	1.0331874E+001
4.1512953E+005	4.6613211E+002	1.6982792E+001
3.0967934E+005	6.5514111E+002	3.7862843E+001
2.3101619E+005	8.7840851E+002	4.7245483E+001
1.7232964E+005	1.1650360E+003	4.8860149E+001
1.2855367E+005	1.5937649E+003	7.4497948E+001
9.5902617E+004	2.0528779E+003	1.1376413E+002
7.1537258E+004	2.8361013E+003	1.5247314E+002
5.3369953E+004	3.7398904E+003	3.4008640E+002
3.9814063E+004	5.0428623E+003	3.5403482E+002
2.9700492E+004	6.4460425E+003	6.0635571E+002
2.2157064E+004	8.5575137E+003	1.0696917E+003
1.6525014E+004	1.1301011E+004	1.5891287E+003
1.2331135E+004	1.4760105E+004	2.8816436E+003
9.2288525E+003	1.9162119E+004	4.8974756E+003
6.9032866E+003	2.4993689E+004	8.6940967E+003
5.1200850E+003	3.0114465E+004	1.4081964E+004
3.8163364E+003	3.5908824E+004	2.0525742E+004
2.8472668E+003	4.0611188E+004	3.1772240E+004
2.1256799E+003	4.3363207E+004	4.1858621E+004
1.5855076E+003	4.2385984E+004	5.4317715E+004
1.1818910E+003	3.9342641E+004	6.3615258E+004
8.8141022E+002	3.4480500E+004	7.1438109E+004
6.5768494E+002	3.1015115E+004	8.0450273E+004
4.9078522E+002	2.4854602E+004	8.5322539E+004
3.6605426E+002	2.0611506E+004	8.7527289E+004
2.7299075E+002	1.8255951E+004	9.0897906E+004
2.0376114E+002	2.0383555E+004	9.0424500E+004
1.5199416E+002	1.6093572E+004	9.3831406E+004
1.1343907E+002	1.6719359E+004	9.6558164E+004
8.4593941E+001	1.7183764E+004	9.7753906E+004
6.3082302E+001	1.9106932E+004	9.8104945E+004
4.7063255E+001	2.3808668E+004	1.0167881E+005
3.5101093E+001	2.5563020E+004	1.0398457E+005
2.6181301E+001	3.2089541E+004	1.0708670E+005
1.9531252E+001	3.4391781E+004	1.0794156E+005
1.4575557E+001	4.3602160E+004	1.1692445E+005
1.0880919E+001	4.9277512E+004	1.1865376E+005
8.1042528E+000	6.1906344E+004	1.2519290E+005
6.0468264E+000	7.3154516E+004	1.3543023E+005
4.5106812E+000	9.4983438E+004	1.3831723E+005
3.3674569E+000	1.1053952E+005	1.5072234E+005
2.5136740E+000	1.3896652E+005	1.6824433E+005
1.8744003E+000	1.6525770E+005	1.7965733E+005
1.3970852E+000	2.0030808E+005	2.0370484E+005
1.0433360E+000	2.5425358E+005	2.2799478E+005
7.7705413E-001	3.1007669E+005	2.6011823E+005
5.7999259E-001	3.8042194E+005	2.8659856E+005
4.3258584E-001	4.7301394E+005	3.3944528E+005
3.2293734E-001	5.8877238E+005	3.8839509E+005
2.4074021E-001	7.1377019E+005	4.7722103E+005
1.7979608E-001	8.6127325E+005	5.4780744E+005
1.3415243E-001	1.1371389E+006	6.5874956E+005
9.9904113E-002	1.2891821E+006	7.9529500E+005
1.0000186E+006	1.4143066E+002	4.1335693E+001
7.4598238E+005	2.0622353E+002	7.3161942E+001
5.5648750E+005	2.5366652E+002	1.4063834E+002
4.1512953E+005	2.8548108E+002	2.1799965E+002
3.0967934E+005	2.9372839E+002	3.0577084E+002
2.3101619E+005	2.8005838E+002	3.8528473E+002
1.7232964E+005	2.5279132E+002	4.4931894E+002
1.2855367E+005	2.2266737E+002	4.9537827E+002
9.5902617E+004	1.8642714E+002	5.3723529E+002
7.1537258E+004	1.6088298E+002	5.6301337E+002
5.3369953E+004	1.3727434E+002	5.8075244E+002
3.9814063E+004	1.2430101E+002	5.9657239E+002
2.9700492E+004	1.0908453E+002	6.0916840E+002
2.2157064E+004	1.0539344E+002	6.2120715E+002
1.6525014E+004	1.0785902E+002	6.2779919E+002
1.2331135E+004	1.1626717E+002	6.3592145E+002
9.2288525E+003	1.2695737E+002	6.5597925E+002
6.9032866E+003	1.4747685E+002	6.6538678E+002
5.1200850E+003	1.7041542E+002	6.7887610E+002
3.8163364E+003	2.0501076E+002	7.0387848E+002
2.8472668E+003	2.3972098E+002	7.2188739E+002
2.1256799E+003	2.8729337E+002	7.5043896E+002
1.5855076E+003	3.5485370E+002	7.6861609E+002
1.1818910E+003	4.4193652E+002	8.0825989E+002
8.8141022E+002	5.4077277E+002	8.4573425E+002
6.5768494E+002	6.7588855E+002	8.9518866E+002
4.9078522E+002	8.0998975E+002	9.8016156E+002
3.6605426E+002	1.0519606E+003	1.0135793E+003
2.7299075E+002	1.2876117E+003	1.0894104E+003
2.0376114E+002	1.5959611E+003	1.2382756E+003
1.5199416E+002	2.0864075E+003	1.3283126E+003
1.1343907E+002	2.6425767E+003	1.4850519E+003
8.4593941E+001	3.3785247E+003	1.7053535E+003
6.3082302E+001	4.2942178E+003	1.9206292E+003
4.7063255E+001	5.4579214E+003	2.2182686E+003
3.5101093E+001	6.9437759E+003	2.6255803E+003
2.6181301E+001	8.9953672E+003	3.1156565E+003
1.9531252E+001	1.1308534E+004	3.8141353E+003
1.4575557E+001	1.4596336E+004	4.5090742E+003
1.0880919E+001	1.8595596E+004	5.6154165E+003
8.1042528E+000	2.3956912E+004	6.8473032E+003
6.0468264E+000	3.0850748E+004	8.6476797E+003
4.5106812E+000	3.9527992E+004	1.0613320E+004
3.3674569E+000	5.0378426E+004	1.3467910E+004
2.5136740E+000	6.4487273E+004	1.7036709E+004
1.8744003E+000	8.2922344E+004	2.1793258E+004
1.3970852E+000	1.0645766E+005	2.7578451E+004
1.0433360E+000	1.3693955E+005	3.4904258E+004
7.7705413E-001	1.7321541E+005	4.2989805E+004
5.7999259E-001	2.2688452E+005	5.0331926E+004
4.3258584E-001	2.8506763E+005	7.0134094E+004
3.2293734E-001	3.7724275E+005	9.3583195E+004
2.4074021E-001	4.7225888E+005	1.2370888E+005
1.7979608E-001	6.1169181E+005	1.5091558E+005
1.3415243E-001	7.8805906E+005	2.0319452E+005
9.9904113E-002	1.0075634E+006	2.7123409E+005
1.0000186E+006	1.4385213E+002	-6.0212054E+000
7.4598238E+005	2.1904205E+002	5.7384934E+000
5.5648750E+005	3.0841037E+002	1.6094759E+001
4.1512953E+005	4.1957111E+002	2.7757416E+001
3.0967934E+005	5.6833960E+002	4.3310585E+001
2.3101619E+005	7.7084637E+002	5.4366894E+001
1.7232964E+005	1.0220320E+003	8.8825539E+001
1.2855367E+005	1.3633589E+003	1.4380923E+002
9.5902617E+004	1.8010927E+003	1.7719073E+002
7.1537258E+004	2.3457751E+003	3.0468411E+002
5.3369953E+004	3.1111133E+003	4.6747675E+002
3.9814063E+004	4.0416099E+003	6.4924554E+002
2.9700492E+004	5.2630400E+003	8.5617896E+002
2.2157064E+004	6.9019111E+003	1.2843158E+003
1.6525014E+004	8.8339297E+003	2.1126904E+003
1.2331135E+004	1.1471421E+004	3.2684009E+003
9.2288525E+003	1.4110644E+004	4.8788877E+003
6.9032866E+003	1.8455248E+004	7.9977500E+003
5.1200850E+003	2.1450900E+004	1.1165997E+004
3.8163364E+003	2.4295188E+004	1.6313491E+004
2.8472668E+003	2.8561025E+004	2.2625033E+004
2.1256799E+003	3.1308408E+004	2.9719793E+004
1.5855076E+003	3.2705084E+004	3.7529504E+004
1.1818910E+003	3.3258746E+004	4.5172645E+004
8.8141022E+002	3.2135584E+004	5.2589605E+004
6.5768494E+002	2.9757957E+004	5.8584316E+004
4.9078522E+002	2.8168027E+004	6.4626738E+004
3.6605426E+002	2.5354580E+004	7.1034906E+004
2.7299075E+002	2.4807619E+004	7.3838836E+004
2.0376114E+002	2.4667520E+004	7.7485617E+004
1.5199416E+002	2.2351047E+004	8.1543945E+004
1.1343907E+002	2.2421059E+004	8.4737406E+004
8.4593941E+001	2.0396975E+004	8.6293656E+004
6.3082302E+001	2.2432912E+004	9.0960422E+004
4.7063255E+001	2.5226672E+004	9.6011453E+004
3.5101093E+001	2.6397277E+004	9.8171266E+004
2.6181301E+001	3.4323766E+004	1.0450897E+005
1.9531252E+001	3.4063184E+004	1.0544182E+005
1.4575557E+001	3.9298441E+004	1.1071433E+005
1.0880919E+001	4.4768836E+004	1.1858949E+005
8.1042528E+000	5.1342680E+004	1.2314163E+005
6.0468264E+000	6.7341414E+004	1.2600222E+005
4.5106812E+000	7.4920727E+004	1.3986813E+005
3.3674569E+000	9.1415938E+004	1.4696680E+005
2.5136740E+000	1.0523560E+005	1.6001548E+005
1.8744003E+000	1.1885755E+005	1.7694389E+005
1.3970852E+000	1.5265431E+005	1.8491917E+005
1.0433360E+000	1.8192884E+005	2.0901697E+005
7.7705413E-001	2.2173208E+005	2.3000695E+005
5.7999259E-001	2.8231000E+005	2.5133148E+005
4.3258584E-001	3.2265928E+005	2.8781578E+005
3.2293734E-001	4.0483916E+005	3.2384675E+005
2.4074021E-001	5.0617841E+005	3.8467238E+005
1.7979608E-001	6.0402356E+005	4.3009259E+005
1.3415243E-001	7.6543588E+005	5.3265125E+005
9.9904113E-002	9.6461969E+005	6.4828588E+005
1.0000186E+006	1.3294357E+002	1.7952343E+000
7.4598238E+005	1.9180907E+002	1.0415373E+001
5.5648750E+005	2.7272852E+002	2.7736860E+001
4.1512953E+005	3.6640781E+002	4.4366085E+001
3.0967934E+005	4.8174863E+002	7.1021057E+001
2.3101619E+005	6.4841772E+002	1.0923090E+002
1.7232964E+005	8.5465735E+002	1.7011867E+002
1.2855367E+005	1.1091891E+003	2.4745384E+002
9.5902617E+004	1.4278170E+003	4.3636380E+002
7.1537258E+004	1.7528167E+003	5.9741559E+002
5.3369953E+004	2.2852126E+003	1.0043528E+003
3.9814063E+004	2.7364429E+003	1.4044424E+003
2.9700492E+004	3.1509387E+003	2.0159430E+003
2.2157064E+004	3.5015542E+003	2.7971182E+003
1.6525014E+004	3.7148826E+003	3.7099905E+003
1.2331135E+004	3.7783569E+003	4.6225908E+003
9.2288525E+003	3.7086787E+003	5.4636772E+003
6.9032866E+003	3.5489868E+003	6.0459067E+003
5.1200850E+003	3.3777295E+003	6.9031353E+003
3.8163364E+003	3.3465718E+003	7.3487100E+003
2.8472668E+003	3.2240425E+003	7.8798467E+003
2.1256799E+003	3.3030120E+003	8.3188457E+003
1.5855076E+003	3.4331191E+003	8.9103594E+003
1.1818910E+003	3.4734636E+003	9.1821943E+003
8.8141022E+002	3.6481858E+003	9.6713008E+003
6.5768494E+002	4.3369517E+003	1.0436019E+004
4.9078522E+002	4.9279160E+003	1.0795869E+004
3.6605426E+002	5.4843335E+003	1.1469830E+004
2.7299075E+002	6.5841592E+003	1.2232236E+004
2.0376114E+002	7.5489038E+003	1.3284069E+004
1.5199416E+002	9.1636553E+003	1.4227305E+004
1.1343907E+002	1.0126853E+004	1.5567765E+004
8.4593941E+001	1.2707411E+004	1.7296354E+004
6.3082302E+001	1.4789851E+004	1.9182109E+004
4.7063255E+001	1.7383012E+004	2.1553865E+004
3.5101093E+001	2.0333824E+004	2.4045664E+004
2.6181301E+001	2.3722824E+004	2.7068496E+004
1.9531252E+001	2.7798156E+004	3.0655008E+004
1.4575557E+001	3.2820563E+004	3.4232746E+004
1.0880919E+001	3.8337746E+004	3.9370496E+004
8.1042528E+000	4.5199707E+004	4.3614230E+004
6.0468264E+000	5.3189977E+004	4.9479699E+004
4.5106812E+000	6.4672965E+004	5.8102605E+004
3.3674569E+000	7.6533500E+004	6.4354500E+004
2.5136740E+000	9.0166539E+004	7.3960359E+004
1.8744003E+000	1.0985535E+005	8.9286547E+004
1.3970852E+000	1.3252308E+005	9.9183250E+004
1.0433360E+000	1.6447592E+005	1.1434474E+005
7.7705413E-001	2.0115795E+005	1.3836089E+005
5.7999259E-001	2.4817634E+005	1.6492481E+005
4.3258584E-001	2.9989978E+005	1.9252920E+005
3.2293734E-001	3.5874744E+005	2.2807148E+005
2.4074021E-001	4.4667594E+005	2.8489891E+005
1.7979608E-001	5.2344034E+005	3.4947656E+005
1.3415243E-001	6.5172475E+005	4.4071053E+005
9.9904113E-002	7.7299588E+005	5.3548381E+005
1.0000186E+006	1.7049036E+002	1.0061947E+001
7.4598238E+005	2.5433186E+002	-2.1566823E-001
5.5648750E+005	3.5073352E+002	1.0103490E+001
4.1512953E+005	4.8082629E+002	1.8883379E+001
3.0967934E+005	6.7517249E+002	4.4681538E+001
2.3101619E+005	8.9436597E+002	5.0634319E+001
1.7232964E+005	1.2077988E+003	8.7772789E+001
1.2855367E+005	1.5975261E+003	1.1818266E+002
9.5902617E+004	2.1368906E+003	2.1494377E+002
7.1537258E+004	2.7506636E+003	3.7019009E+002
5.3369953E+004	3.7624646E+003	3.0058151E+002
3.9814063E+004	4.5968174E+003	8.4888721E+002
2.9700492E+004	6.3652510E+003	1.1603271E+003
2.2157064E+004	8.1971768E+003	1.7855970E+003
1.6525014E+004	1.0591769E+004	2.8222217E+003
1.2331135E+004	1.3069973E+004	4.4703853E+003
9.2288525E+003	1.6596549E+004	6.7218081E+003
6.9032866E+003	2.0117004E+004	9.3861230E+003
5.1200850E+003	2.4406900E+004	1.2775605E+004
3.8163364E+003	2.6631830E+004	1.9360662E+004
2.8472668E+003	3.1203742E+004	2.1200332E+004
2.1256799E+003	3.4406930E+004	2.7724557E+004
1.5855076E+003	4.0047570E+004	3.3622594E+004
1.1818910E+003	4.5385969E+004	3.9745520E+004
8.8141022E+002	5.3145566E+004	4.5631539E+004
6.5768494E+002	6.0716297E+004	5.4699910E+004
4.9078522E+002	7.2198469E+004	6.6320094E+004
3.6605426E+002	8.0571992E+004	7.9457711E+004
2.7299075E+002	9.4624836E+004	9.6000813E+004
2.0376114E+002	1.0225350E+005	1.1248416E+005
1.5199416E+002	1.0878939E+005	1.3411245E+005
1.1343907E+002	1.2140601E+005	1.7259613E+005
8.4593941E+001	1.2932413E+005	1.8458458E+005
6.3082302E+001	1.3252947E+005	2.0444589E+005
4.7063255E+001	1.2660157E+005	2.4619078E+005
3.5101093E+001	1.4342223E+005	2.5645381E+005
2.6181301E+001	1.2591467E+005	2.8537438E+005
1.9531252E+001	1.2712624E+005	2.8918603E+005
1.4575557E+001	1.3552113E+005	3.2868450E+005
1.0880919E+001	1.1572289E+005	3.3766356E+005
8.1042528E+000	1.5664586E+005	3.7887388E+005
6.0468264E+000	1.6750620E+005	3.8402297E+005
4.5106812E+000	1.5060942E+005	4.2687288E+005
3.3674569E+000	1.7709928E+005	4.5130691E+005
2.5136740E+000	1.9257634E+005	4.4713700E+005
1.8744003E+000	2.2366145E+005	4.6717494E+005
1.3970852E+000	2.4025913E+005	5.0751825E+005
1.0433360E+000	2.8038053E+005	6.0028031E+005
7.7705413E-001	3.3625503E+005	5.8601056E+005
5.7999259E-001	1.4375972E+005	7.3701731E+005
4.3258584E-001	4.8536094E+005	7.2430450E+005
3.2293734E-001	5.8294881E+005	7.7322338E+005
2.4074021E-001	6.4861856E+005	8.6533431E+005
1.7979608E-001	7.4265013E+005	9.5432956E+005
1.3415243E-001	8.7261144E+005	1.0421508E+006
9.9904113E-002	1.0067410E+006	1.2311176E+006
1.0000186E+006	1.7261639E+002	1.2381848E+001
7.4598238E+005	2.5530208E+002	8.1359386E-001
5.5648750E+005	3.5755301E+002	3.9056160E+000
4.1512953E+005	4.9105396E+002	7.6674657E+000
3.0967934E+005	6.8833667E+002	2.4993097E+001
2.3101619E+005	9.2639502E+002	1.5358553E+001
1.7232964E+005	1.2533342E+003	5.6606613E+001
1.2855367E+005	1.6591829E+003	4.2725880E+001
9.5902617E+004	2.1984976E+003	1.1253092E+002
7.1537258E+004	2.9179089E+003	-1.0785688E+002
5.3369953E+004	4.1175005E+003	1.4713506E+002
3.9814063E+004	5.1793086E+003	9.1290703E+001
2.9700492E+004	6.9750352E+003	1.8077759E+002
2.2157064E+004	9.2236855E+003	3.1678650E+002
1.6525014E+004	1.2236231E+004	4.9531839E+002
1.2331135E+004	1.6588309E+004	7.3024384E+002
9.2288525E+003	2.2547932E+004	4.1182114E+002
6.9032866E+003	2.8388721E+004	2.2666707E+003
5.1200850E+003	3.8813637E+004	3.9627244E+003
3.8163364E+003	5.1218754E+004	5.5225820E+003
2.8472668E+003	6.7556734E+004	7.2044985E+003
2.1256799E+003	9.0472672E+004	1.1817094E+004
1.5855076E+003	1.1940050E+005	1.8020484E+004
1.1818910E+003	1.5360613E+005	3.1439342E+004
8.8141022E+002	2.0222770E+005	4.8337305E+004
6.5768494E+002	2.6335384E+005	6.5147195E+004
4.9078522E+002	3.4515747E+005	1.2838397E+005
3.6605426E+002	4.1284631E+005	1.4092705E+005
2.7299075E+002	5.1639097E+005	1.9863398E+005
2.0376114E+002	6.0569269E+005	2.8004534E+005
1.5199416E+002	7.1941031E+005	3.6813559E+005
1.1343907E+002	8.5860419E+005	6.2722619E+005
8.4593941E+001	9.0509144E+005	6.7016494E+005
6.3082302E+001	7.7671163E+005	6.0894356E+005
4.7063255E+001	4.2908272E+005	1.1327893E+006
3.5101093E+001	8.3759844E+005	1.0367581E+006
2.6181301E+001	4.7746181E+005	1.3668365E+006
1.9531252E+001	2.1856594E+005	1.4222564E+006
1.4575557E+001	8.6565531E+004	1.4528328E+006
1.0880919E+001	9.6473819E+005	1.7724454E+006
8.1042528E+000	2.9991903E+005	1.7275204E+006
6.0468264E+000	1.3395119E+006	1.8878071E+006
4.5106812E+000	1.5393523E+006	2.4146973E+006
3.3674569E+000	-1.3255464E+005	2.4731443E+006
2.5136740E+000	7.1663788E+005	2.4457645E+006
1.8744003E+000	7.9056613E+005	2.3199398E+006
1.3970852E+000	1.4777314E+006	2.3230253E+006
1.0433360E+000	1.1874036E+006	2.7235695E+006
7.7705413E-001	1.5716150E+006	3.3601835E+006
5.7999259E-001	-2.8771884E+005	1.4531126E+006
4.3258584E-001	1.7085784E+006	3.8385098E+006
3.2293734E-001	2.8846858E+006	4.3079215E+006
2.4074021E-001	3.1188003E+006	4.3947795E+006
1.7979608E-001	3.1688193E+006	4.8108470E+006
1.3415243E-001	3.7274800E+006	4.5425085E+006
9.9904113E-002	4.9024820E+006	5.5761200E+006
1.0000186E+006	1.6327667E+002	3.1365700E+000
7.4598238E+005	2.6279822E+002	1.5091683E+000
5.5648750E+005	3.6159421E+002	4.1613898E+000
4.1512953E+005	4.9302228E+002	7.6468201E+000
3.0967934E+005	6.9627808E+002	1.7073002E+001
2.3101619E+005	9.3405847E+002	3.5128124E+001
1.7232964E+005	1.2650118E+003	3.7377838E+001
1.2855367E+005	1.7000590E+003	3.5657192E+001
9.5902617E+004	2.2020054E+003	1.9359217E+001
7.1537258E+004	3.1014028E+003	3.5639103E+001
5.3369953E+004	3.9081050E+003	2.5000353E+001
3.9814063E+004	5.3264380E+003	2.8775839E+001
2.9700492E+004	7.0916597E+003	1.0626323E+002
2.2157064E+004	9.5706494E+003	1.3427071E+002
1.6525014E+004	1.2961682E+004	2.6379498E+002
1.2331135E+004	1.6405039E+004	4.3284021E+002
9.2288525E+003	2.2766240E+004	-7.0289771E+002
6.9032866E+003	3.1201361E+004	8.5907239E+002
5.1200850E+003	4.0236738E+004	4.0985730E+002
3.8163364E+003	5.3798613E+004	2.7946311E+003
2.8472668E+003	7.3194805E+004	3.1540076E+003
2.1256799E+003	9.8519359E+004	2.7788755E+003
1.5855076E+003	1.2819895E+005	7.4439248E+003
1.1818910E+003	1.7153586E+005	1.8746738E+004
8.8141022E+002	2.3586438E+005	1.5178323E+004
6.5768494E+002	3.1860369E+005	3.2690334E+004
4.9078522E+002	3.8141209E+005	6.0862449E+004
3.6605426E+002	5.5563213E+005	2.9132141E+004
2.7299075E+002	6.1238044E+005	1.7212891E+005
2.0376114E+002	8.4779094E+005	1.6366230E+005
1.5199416E+002	1.1007323E+006	4.4879853E+005
1.1343907E+002	1.1350141E+006	5.7309088E+005
8.4593941E+001	1.9166968E+006	3.3609184E+005
6.3082302E+001	1.1474821E+006	1.7601860E+006
4.7063255E+001	7.0965938E+005	1.5002798E+006
3.5101093E+001	7.5360544E+005	1.5726141E+006
2.6181301E+001	7.4942413E+005	1.1052463E+006
1.9531252E+001	2.1327363E+006	2.2398933E+006
1.4575557E+001	-1.0957864E+006	2.2244488E+006
1.0880919E+001	2.1120593E+006	5.7500906E+005
